"","CNTYVTD.x","VTDKEY","Biden","Trump","CNTYVTD.y","VTD","vap","anglovap","nanglovap","FENAME"
"1130",410002,1193,602,1492,410002,"0002",2987,2015,972,"BRAZOS"
"1131",410003,1194,248,409,410003,"0003",1363,621,742,"BRAZOS"
"1132",410004,1195,750,108,410004,"0004",3073,277,2796,"BRAZOS"
"1133",410005,1196,261,1122,410005,"0005",1955,1419,536,"BRAZOS"
"1134",410006,1197,133,637,410006,"0006",1120,859,261,"BRAZOS"
"1135",410007,1198,222,1206,410007,"0007",1888,1532,356,"BRAZOS"
"1136",410008,1199,566,490,410008,"0008",3144,1619,1525,"BRAZOS"
"1137",410009,1200,479,549,410009,"0009",2730,1641,1089,"BRAZOS"
"1138",410010,1201,1129,1754,410010,"0010",4572,2859,1713,"BRAZOS"
"1139",410011,1202,1052,831,410011,"0011",6070,2826,3244,"BRAZOS"
"1140",410012,1203,1207,1797,410012,"0012",5324,3467,1857,"BRAZOS"
"1141",410013,1204,689,935,410013,"0013",3048,1820,1228,"BRAZOS"
"1142",410014,1205,1012,455,410014,"0014",6205,840,5365,"BRAZOS"
"1143",410015,1206,877,1466,410015,"0015",3934,2733,1201,"BRAZOS"
"1144",410016,1207,484,174,410016,"0016",2331,299,2032,"BRAZOS"
"1145",410017,1208,1080,853,410017,"0017",5293,2013,3280,"BRAZOS"
"1146",410018,1209,259,51,410018,"0018",861,126,735,"BRAZOS"
"1147",410019,1210,142,94,410019,"0019",670,137,533,"BRAZOS"
"1148",410020,1211,1324,920,410020,"0020",11872,6517,5355,"BRAZOS"
"1149",410021,1212,625,290,410021,"0021",5679,3053,2626,"BRAZOS"
"1150",410022,1213,106,95,410022,"0022",812,233,579,"BRAZOS"
"1151",410023,1214,11,52,410023,"0023",95,63,32,"BRAZOS"
"1152",410024,1215,753,737,410024,"0024",3017,1818,1199,"BRAZOS"
"1153",410025,1216,476,76,410025,"0025",1250,104,1146,"BRAZOS"
"1154",410026,1217,838,1776,410026,"0026",4013,2723,1290,"BRAZOS"
"1155",410027,1218,420,1694,410027,"0027",2716,2109,607,"BRAZOS"
"1156",410028,1219,49,272,410028,"0028",368,319,49,"BRAZOS"
"1157",410029,1220,215,386,410029,"0029",847,577,270,"BRAZOS"
"1158",410030,1221,821,661,410030,"0030",3731,945,2786,"BRAZOS"
"1159",410031,1222,978,1045,410031,"0031",4788,2828,1960,"BRAZOS"
"1160",410033,1223,571,352,410033,"0033",3528,1791,1737,"BRAZOS"
"1161",410034,1224,699,514,410034,"0034",4432,2194,2238,"BRAZOS"
"1162",410035,1225,1700,1128,410035,"0035",11360,7228,4132,"BRAZOS"
"1163",410036,1226,1289,1346,410036,"0036",5889,3285,2604,"BRAZOS"
"1164",410037,1227,16,115,410037,"0037",134,103,31,"BRAZOS"
"1165",410038,1228,161,37,410038,"0038",533,37,496,"BRAZOS"
"1166",410039,1229,548,701,410039,"0039",2087,1355,732,"BRAZOS"
"1167",410040,1230,1050,1574,410040,"0040",3865,3037,828,"BRAZOS"
"1168",410041,1231,342,765,410041,"0041",1257,1084,173,"BRAZOS"
"1169",410042,1232,0,0,410042,"0042",0,0,0,"BRAZOS"
"1170",410043,1233,16,6,410043,"0043",1102,388,714,"BRAZOS"
"1171",410044,1234,10,76,410044,"0044",125,95,30,"BRAZOS"
"1172",410045,1235,20,70,410045,"0045",141,93,48,"BRAZOS"
"1173",410046,1236,114,130,410046,"0046",627,261,366,"BRAZOS"
"1174",410047,1237,125,143,410047,"0047",682,285,397,"BRAZOS"
"1175",410048,1238,36,126,410048,"0048",296,189,107,"BRAZOS"
"1176",410049,1239,149,52,410049,"0049",780,476,304,"BRAZOS"
"1177",410050,1240,0,2,410050,"0050",11,7,4,"BRAZOS"
"1178",410051,1241,0,0,410051,"0051",0,0,0,"BRAZOS"
"1179",410052,1242,1,9,410052,"0052",21,8,13,"BRAZOS"
"1180",410053,1243,50,48,410053,"0053",296,194,102,"BRAZOS"
"1181",410054,1244,96,403,410054,"0054",651,498,153,"BRAZOS"
"1182",410055,1245,901,779,410055,"0055",5234,2750,2484,"BRAZOS"
"1183",410056,1246,1,11,410056,"0056",15,15,0,"BRAZOS"
"1184",410057,1247,91,43,410057,"0057",637,137,500,"BRAZOS"
"1185",410058,1248,265,275,410058,"0058",1276,907,369,"BRAZOS"
"1186",410059,1249,3,18,410059,"0059",33,22,11,"BRAZOS"
"1187",410060,1250,7,70,410060,"0060",110,85,25,"BRAZOS"
"1188",410061,1251,12,35,410061,"0061",41,33,8,"BRAZOS"
"1189",410062,1252,457,672,410062,"0062",1824,848,976,"BRAZOS"
"1190",410063,1253,426,910,410063,"0063",2092,1662,430,"BRAZOS"
"1191",410064,1254,909,2022,410064,"0064",3299,2590,709,"BRAZOS"
"1192",410065,1255,45,120,410065,"0065",255,183,72,"BRAZOS"
"1193",410067,1256,77,154,410067,"0067",491,230,261,"BRAZOS"
"1194",410068,1257,0,0,410068,"0068",0,0,0,"BRAZOS"
"1195",410069,1258,905,1675,410069,"0069",3756,2653,1103,"BRAZOS"
"1196",410070,1259,397,452,410070,"0070",1492,892,600,"BRAZOS"
"1197",410071,1260,18,74,410071,"0071",112,85,27,"BRAZOS"
"1198",410072,1261,9,10,410072,"0072",36,29,7,"BRAZOS"
"1199",410073,1262,566,1408,410073,"0073",2668,2151,517,"BRAZOS"
"1200",410074,1263,719,452,410074,"0074",5172,2223,2949,"BRAZOS"
"1201",410075,1264,895,640,410075,"0075",5675,3154,2521,"BRAZOS"
"1202",410076,1265,927,1164,410076,"0076",3484,2321,1163,"BRAZOS"
"1203",410077,1266,122,178,410077,"0077",946,301,645,"BRAZOS"
"1204",410078,1267,29,126,410078,"0078",297,168,129,"BRAZOS"
"1205",410079,1268,25,35,410079,"0079",103,61,42,"BRAZOS"
"1206",410080,1269,946,1865,410080,"0080",4130,2899,1231,"BRAZOS"
"1207",410081,1270,19,28,410081,"0081",81,50,31,"BRAZOS"
"1208",410082,1271,63,203,410082,"0082",354,314,40,"BRAZOS"
"1209",410084,1272,1,4,410084,"0084",10,3,7,"BRAZOS"
"1210",410085,1273,0,0,410085,"0085",0,0,0,"BRAZOS"
"1211",410087,1274,0,0,410087,"0087",0,0,0,"BRAZOS"
"1212",410088,1275,840,1787,410088,"0088",4127,2979,1148,"BRAZOS"
"1213",410090,1276,6,10,410090,"0090",18,9,9,"BRAZOS"
"1214",410092,1279,0,0,410092,"0092",0,0,0,"BRAZOS"
"1215",410093,1280,0,0,410093,"0093",0,0,0,"BRAZOS"
"1216",410094,1281,0,0,410094,"0094",0,0,0,"BRAZOS"
"1217",410095,1282,0,0,410095,"0095",0,0,0,"BRAZOS"
"1218",410096,1283,0,0,410096,"0096",8,7,1,"BRAZOS"
"1219",410097,1284,0,0,410097,"0097",0,0,0,"BRAZOS"
"1220",410098,1285,1,3,410098,"0098",12,8,4,"BRAZOS"
"1221",410099,1286,0,0,410099,"0099",5,0,5,"BRAZOS"
"1222",410100,1287,509,955,410100,"0100",2161,1437,724,"BRAZOS"
"1223",410102,1290,0,0,410102,"0102",4,3,1,"BRAZOS"
"1224",410105,1291,21,24,410105,"0105",120,53,67,"BRAZOS"
"1225",430001,1292,480,826,430001,"0001",1979,1265,714,"BREWSTER"
"1226",430002,1293,425,404,430002,"0002",1394,801,593,"BREWSTER"
"1227",430003,1294,156,143,430003,"0003",414,245,169,"BREWSTER"
"1228",430004,1295,541,600,430004,"0004",1804,891,913,"BREWSTER"
"1229",430005,1296,51,33,430005,"0005",159,127,32,"BREWSTER"
"1230",430006,1297,227,265,430006,"0006",674,471,203,"BREWSTER"
"1231",430007,1298,68,33,430007,"0007",230,175,55,"BREWSTER"
"1232",430008,1299,310,157,430008,"0008",1192,343,849,"BREWSTER"
"1233",450001,1300,15,89,450001,"0001",194,108,86,"BRISCOE"
"1234",450002,1301,18,162,450002,"0002",270,189,81,"BRISCOE"
"1235",450003,1302,17,158,450003,"0003",273,194,79,"BRISCOE"
"1236",450004,1303,24,198,450004,"0004",305,264,41,"BRISCOE"
"1237",450006,1304,4,32,450006,"0006",71,56,15,"BRISCOE"
"1238",470001,1305,389,219,470001,"0001",1292,97,1195,"BROOKS"
"1239",470002,1306,345,284,470002,"0002",1541,356,1185,"BROOKS"
"1240",470003,1307,282,182,470003,"0003",944,63,881,"BROOKS"
"1241",470004,1308,368,262,470004,"0004",1227,103,1124,"BROOKS"
"1242",490101,1310,235,1365,490101,"0101",2717,2078,639,"BROWN"
"1243",490105,1311,172,989,490105,"0105",1875,1479,396,"BROWN"
"1244",490109,1312,17,208,490109,"0109",320,285,35,"BROWN"
"1245",490113,1313,202,1096,490113,"0113",3236,2214,1022,"BROWN"
"1246",490202,1314,149,654,490202,"0202",2040,1329,711,"BROWN"
"1247",490204,1315,236,755,490204,"0204",3093,1651,1442,"BROWN"
"1248",490212,1316,58,567,490212,"0212",806,686,120,"BROWN"
"1249",490214,1317,50,498,490214,"0214",949,849,100,"BROWN"
"1250",490215,1318,11,197,490215,"0215",269,244,25,"BROWN"
"1251",490303,1319,116,524,490303,"0303",1406,952,454,"BROWN"
"1252",490306,1320,149,1185,490306,"0306",2144,1756,388,"BROWN"
"1253",490307,1321,53,485,490307,"0307",731,608,123,"BROWN"
"1254",490308,1322,30,440,490308,"0308",572,509,63,"BROWN"
"1255",490316,1323,15,188,490316,"0316",250,227,23,"BROWN"
"1256",490318,1324,145,1082,490318,"0318",2179,1749,430,"BROWN"
"1257",490410,1325,178,1565,490410,"0410",2839,2200,639,"BROWN"
"1258",490411,1326,139,576,490411,"0411",1950,1072,878,"BROWN"
"1259",490417,1327,152,1324,490417,"0417",2502,2061,441,"BROWN"
"1260",510113,1328,64,489,510113,"0113",824,611,213,"BURLESON"
"1261",510114,1329,312,1018,510114,"0114",2525,1457,1068,"BURLESON"
"1262",510203,1330,59,241,510203,"0203",444,329,115,"BURLESON"
"1263",510204,1331,48,329,510204,"0204",585,460,125,"BURLESON"
"1264",510207,1332,103,226,510207,"0207",524,287,237,"BURLESON"
"1265",510211,1333,140,652,510211,"0211",1213,838,375,"BURLESON"
"1266",510215,1334,69,237,510215,"0215",669,420,249,"BURLESON"
"1267",510301,1335,210,817,510301,"0301",1716,1188,528,"BURLESON"
"1268",510305,1336,73,359,510305,"0305",609,488,121,"BURLESON"
"1269",510308,1337,64,262,510308,"0308",454,357,97,"BURLESON"
"1270",510309,1338,104,521,510309,"0309",756,615,141,"BURLESON"
"1271",510406,1339,279,482,510406,"0406",1394,671,723,"BURLESON"
"1272",510410,1340,263,1110,510410,"0410",2198,1682,516,"BURLESON"
"1273",530001,1341,208,942,530001,"0001",1570,1324,246,"BURNET"
"1274",530002,1342,512,1637,530002,"0002",4405,3089,1316,"BURNET"
"1275",530003,1343,269,587,530003,"0003",2409,1117,1292,"BURNET"
"1276",530004,1344,513,1387,530004,"0004",2585,2192,393,"BURNET"
"1277",530005,1345,226,614,530005,"0005",1063,919,144,"BURNET"
"1278",530006,1346,119,377,530006,"0006",603,537,66,"BURNET"
"1279",530007,1347,117,409,530007,"0007",693,602,91,"BURNET"
"1280",530008,1348,168,795,530008,"0008",1337,1061,276,"BURNET"
"1281",530009,1349,424,1657,530009,"0009",2745,2110,635,"BURNET"
"1282",530010,1350,245,970,530010,"0010",1739,1429,310,"BURNET"
"1283",530011,1351,81,468,530011,"0011",451,413,38,"BURNET"
"1284",530012,1352,273,1075,530012,"0012",2157,1625,532,"BURNET"
"1285",530013,1353,183,635,530013,"0013",1459,1005,454,"BURNET"
"1286",530014,1354,62,358,530014,"0014",611,515,96,"BURNET"
"1287",530015,1355,123,530,530015,"0015",1008,802,206,"BURNET"
"1288",530016,1356,76,336,530016,"0016",602,512,90,"BURNET"
"1289",530017,1357,247,1215,530017,"0017",1981,1644,337,"BURNET"
"1290",530018,1358,244,654,530018,"0018",2022,1361,661,"BURNET"
"1291",530019,1359,772,2264,530019,"0019",4416,3569,847,"BURNET"
"1292",530020,1360,777,1857,530020,"0020",5127,3438,1689,"BURNET"
"1293",550100,1361,251,154,550100,"0100",677,283,394,"CALDWELL"
"1294",550101,1362,294,195,550101,"0101",896,372,524,"CALDWELL"
"1295",550102,1363,157,322,550102,"0102",864,535,329,"CALDWELL"
"1296",550103,1364,844,826,550103,"0103",2526,1451,1075,"CALDWELL"
"1297",550104,1365,148,294,550104,"0104",682,365,317,"CALDWELL"
"1298",550108,1366,303,200,550108,"0108",1144,435,709,"CALDWELL"
"1299",550111,1367,385,411,550111,"0111",2648,1277,1371,"CALDWELL"
"1300",550201,1368,242,392,550201,"0201",1332,645,687,"CALDWELL"
"1301",550202,1369,236,527,550202,"0202",1571,811,760,"CALDWELL"
"1302",550203,1370,219,631,550203,"0203",1705,935,770,"CALDWELL"
"1303",550204,1371,251,701,550204,"0204",1663,1068,595,"CALDWELL"
"1304",550205,1372,41,186,550205,"0205",342,284,58,"CALDWELL"
"1305",550206,1373,269,360,550206,"0206",1607,567,1040,"CALDWELL"
"1306",550300,1374,264,266,550300,"0300",1524,334,1190,"CALDWELL"
"1307",550301,1375,290,285,550301,"0301",1527,716,811,"CALDWELL"
"1308",550302,1376,329,317,550302,"0302",1517,459,1058,"CALDWELL"
"1309",550303,1377,210,313,550303,"0303",1312,516,796,"CALDWELL"
"1310",550305,1378,137,212,550305,"0305",678,393,285,"CALDWELL"
"1311",550306,1379,232,212,550306,"0306",1798,355,1443,"CALDWELL"
"1312",550400,1380,204,268,550400,"0400",1239,414,825,"CALDWELL"
"1313",550401,1381,347,141,550401,"0401",1460,294,1166,"CALDWELL"
"1314",550402,1382,476,275,550402,"0402",1758,430,1328,"CALDWELL"
"1315",550404,1383,405,336,550404,"0404",2840,639,2201,"CALDWELL"
"1316",550405,1384,138,207,550405,"0405",724,365,359,"CALDWELL"
"1317",570001,1385,342,323,570001,"0001",2279,333,1946,"CALHOUN"
"1318",570002,1386,149,321,570002,"0002",773,360,413,"CALHOUN"
"1319",570003,1387,70,293,570003,"0003",619,467,152,"CALHOUN"
"1320",570004,1388,324,359,570004,"0004",2028,489,1539,"CALHOUN"
"1321",570005,1389,301,916,570005,"0005",2092,1088,1004,"CALHOUN"
"1322",570006,1390,93,129,570006,"0006",560,190,370,"CALHOUN"
"1323",570007,1391,432,969,570007,"0007",2862,1252,1610,"CALHOUN"
"1324",570008,1392,56,357,570008,"0008",568,457,111,"CALHOUN"
"1325",570009,1393,144,455,570009,"0009",1279,588,691,"CALHOUN"
"1326",570010,1394,148,873,570010,"0010",1553,1100,453,"CALHOUN"
"1327",570011,1395,89,646,570011,"0011",889,748,141,"CALHOUN"
"1328",590001,1396,87,658,590001,"0001",1222,1037,185,"CALLAHAN"
"1329",590002,1397,161,1279,590002,"0002",2182,1845,337,"CALLAHAN"
"1330",590003,1398,192,1317,590003,"0003",2523,2138,385,"CALLAHAN"
"1331",590004,1399,76,995,590004,"0004",1539,1418,121,"CALLAHAN"
"1332",590005,1400,8,86,590005,"0005",125,116,9,"CALLAHAN"
"1333",590006,1401,76,599,590006,"0006",1185,1016,169,"CALLAHAN"
"1334",590007,1402,39,322,590007,"0007",516,462,54,"CALLAHAN"
"1335",590008,1403,95,756,590008,"0008",1404,1189,215,"CALLAHAN"
"1336",610001,1404,367,380,610001,"0001",1580,349,1231,"CAMERON"
"1337",610002,1405,153,224,610002,"0002",737,303,434,"CAMERON"
"1338",610003,1406,1231,1114,610003,"0003",6212,599,5613,"CAMERON"
"1339",610004,1407,845,778,610004,"0004",3155,634,2521,"CAMERON"
"1340",610005,1408,877,638,610005,"0005",3559,759,2800,"CAMERON"
"1341",610006,1409,324,140,610006,"0006",1831,73,1758,"CAMERON"
"1342",610007,1410,709,573,610007,"0007",2724,239,2485,"CAMERON"
"1343",610008,1411,153,73,610008,"0008",788,22,766,"CAMERON"
"1344",610009,1412,863,395,610009,"0009",5589,238,5351,"CAMERON"
"1345",610010,1413,723,356,610010,"0010",3613,56,3557,"CAMERON"
"1346",610011,1414,585,366,610011,"0011",2861,92,2769,"CAMERON"
"1347",610012,1415,804,554,610012,"0012",3493,284,3209,"CAMERON"
"1348",610013,1416,200,95,610013,"0013",1030,22,1008,"CAMERON"
"1349",610014,1417,785,501,610014,"0014",4228,144,4084,"CAMERON"
"1350",610015,1418,749,417,610015,"0015",2606,214,2392,"CAMERON"
"1351",610016,1419,181,211,610016,"0016",952,255,697,"CAMERON"
"1352",610017,1420,1111,896,610017,"0017",8127,209,7918,"CAMERON"
"1353",610018,1421,708,474,610018,"0018",3530,198,3332,"CAMERON"
"1354",610019,1422,499,371,610019,"0019",2657,151,2506,"CAMERON"
"1355",610020,1423,351,443,610020,"0020",1675,174,1501,"CAMERON"
"1356",610021,1424,272,152,610021,"0021",1396,76,1320,"CAMERON"
"1357",610022,1425,777,501,610022,"0022",3221,149,3072,"CAMERON"
"1358",610023,1426,46,80,610023,"0023",399,55,344,"CAMERON"
"1359",610024,1427,394,317,610024,"0024",1992,89,1903,"CAMERON"
"1360",610025,1428,296,181,610025,"0025",1307,89,1218,"CAMERON"
"1361",610026,1429,547,535,610026,"0026",2502,492,2010,"CAMERON"
"1362",610027,1430,826,488,610027,"0027",3340,168,3172,"CAMERON"
"1363",610028,1431,578,611,610028,"0028",3116,295,2821,"CAMERON"
"1364",610029,1432,553,686,610029,"0029",2453,775,1678,"CAMERON"
"1365",610030,1433,273,384,610030,"0030",1859,433,1426,"CAMERON"
"1366",610031,1434,100,58,610031,"0031",431,92,339,"CAMERON"
"1367",610032,1435,747,717,610032,"0032",4056,775,3281,"CAMERON"
"1368",610033,1436,195,134,610033,"0033",1292,102,1190,"CAMERON"
"1369",610034,1437,425,553,610034,"0034",2209,590,1619,"CAMERON"
"1370",610035,1438,339,365,610035,"0035",1711,367,1344,"CAMERON"
"1371",610036,1439,737,609,610036,"0036",3044,639,2405,"CAMERON"
"1372",610037,1440,664,323,610037,"0037",3254,80,3174,"CAMERON"
"1373",610038,1441,291,196,610038,"0038",650,137,513,"CAMERON"
"1374",610039,1442,331,228,610039,"0039",1953,95,1858,"CAMERON"
"1375",610040,1443,723,510,610040,"0040",3548,554,2994,"CAMERON"
"1376",610041,1444,1287,658,610041,"0041",6083,259,5824,"CAMERON"
"1377",610042,1445,339,178,610042,"0042",1857,119,1738,"CAMERON"
"1378",610043,1446,326,237,610043,"0043",1917,144,1773,"CAMERON"
"1379",610044,1447,925,1036,610044,"0044",3815,1241,2574,"CAMERON"
"1380",610045,1448,588,345,610045,"0045",2879,29,2850,"CAMERON"
"1381",610046,1449,1260,761,610046,"0046",5110,312,4798,"CAMERON"
"1382",610047,1450,590,316,610047,"0047",2902,277,2625,"CAMERON"
"1383",610048,1451,1048,732,610048,"0048",3830,328,3502,"CAMERON"
"1384",610049,1452,770,676,610049,"0049",3391,279,3112,"CAMERON"
"1385",610050,1453,543,490,610050,"0050",2249,354,1895,"CAMERON"
"1386",610051,1454,332,283,610051,"0051",2590,101,2489,"CAMERON"
"1387",610052,1455,632,931,610052,"0052",2204,1456,748,"CAMERON"
"1388",610053,1456,1047,617,610053,"0053",6258,120,6138,"CAMERON"
"1389",610054,1457,1587,987,610054,"0054",5271,261,5010,"CAMERON"
"1390",610055,1458,982,868,610055,"0055",4316,629,3687,"CAMERON"
"1391",610056,1459,611,581,610056,"0056",2909,552,2357,"CAMERON"
"1392",610057,1460,97,60,610057,"0057",481,33,448,"CAMERON"
"1393",610058,1461,684,722,610058,"0058",3519,467,3052,"CAMERON"
"1394",610059,1462,140,144,610059,"0059",495,403,92,"CAMERON"
"1395",610060,1463,375,236,610060,"0060",1942,147,1795,"CAMERON"
"1396",610061,1464,843,453,610061,"0061",2975,282,2693,"CAMERON"
"1397",610062,1465,1048,549,610062,"0062",3846,199,3647,"CAMERON"
"1398",610063,1466,638,315,610063,"0063",1805,163,1642,"CAMERON"
"1399",610064,1467,108,113,610064,"0064",573,62,511,"CAMERON"
"1400",610065,1468,684,566,610065,"0065",3749,300,3449,"CAMERON"
"1401",610066,1469,786,808,610066,"0066",3956,528,3428,"CAMERON"
"1402",610067,1470,882,1196,610067,"0067",3963,1640,2323,"CAMERON"
"1403",610068,1471,738,442,610068,"0068",4126,79,4047,"CAMERON"
"1404",610069,1472,1002,564,610069,"0069",4965,157,4808,"CAMERON"
"1405",610070,1473,378,172,610070,"0070",1694,66,1628,"CAMERON"
"1406",610071,1474,1048,610,610071,"0071",5258,198,5060,"CAMERON"
"1407",610072,1475,1236,808,610072,"0072",4219,218,4001,"CAMERON"
"1408",610073,1476,1446,857,610073,"0073",4889,541,4348,"CAMERON"
"1409",610074,1477,1318,852,610074,"0074",7218,161,7057,"CAMERON"
"1410",610075,1478,993,543,610075,"0075",4705,90,4615,"CAMERON"
"1411",610076,1479,1170,684,610076,"0076",5094,345,4749,"CAMERON"
"1412",610077,1480,816,456,610077,"0077",4104,67,4037,"CAMERON"
"1413",610078,1481,903,829,610078,"0078",4738,685,4053,"CAMERON"
"1414",610079,1482,956,897,610079,"0079",5023,916,4107,"CAMERON"
"1415",610080,1483,885,973,610080,"0080",4231,1376,2855,"CAMERON"
"1416",610081,1484,533,652,610081,"0081",2572,400,2172,"CAMERON"
"1417",610082,1485,592,389,610082,"0082",3868,245,3623,"CAMERON"
"1418",610083,1486,530,428,610083,"0083",2750,530,2220,"CAMERON"
"1419",610084,1487,589,586,610084,"0084",2315,447,1868,"CAMERON"
"1420",610085,1488,744,828,610085,"0085",3142,694,2448,"CAMERON"
"1421",610086,1489,470,322,610086,"0086",2853,107,2746,"CAMERON"
"1422",610087,1490,565,630,610087,"0087",2968,428,2540,"CAMERON"
"1423",610088,1491,929,676,610088,"0088",3950,144,3806,"CAMERON"
"1424",610089,1492,308,281,610089,"0089",1342,87,1255,"CAMERON"
"1425",610090,1493,132,150,610090,"0090",790,33,757,"CAMERON"
"1426",610091,1494,430,295,610091,"0091",1618,73,1545,"CAMERON"
"1427",610092,1495,57,45,610092,"0092",312,31,281,"CAMERON"
"1428",610093,1496,103,75,610093,"0093",712,68,644,"CAMERON"
"1429",610094,1497,383,295,610094,"0094",1866,74,1792,"CAMERON"
"1430",610095,1498,129,87,610095,"0095",559,15,544,"CAMERON"
"1431",610096,1499,853,983,610096,"0096",4473,863,3610,"CAMERON"
"1432",610097,1500,208,101,610097,"0097",645,65,580,"CAMERON"
"1433",610098,1501,1497,923,610098,"0098",6866,273,6593,"CAMERON"
"1434",610099,1502,90,81,610099,"0099",748,54,694,"CAMERON"
"1435",610100,1503,1169,804,610100,"0100",5137,268,4869,"CAMERON"
"1436",610101,1504,379,229,610101,"0101",1893,124,1769,"CAMERON"
"1437",631001,1505,341,906,631001,"1001",2319,1291,1028,"CAMP"
"1438",632002,1506,298,1195,632002,"2002",2475,1764,711,"CAMP"
"1439",633003,1507,446,570,633003,"3003",2252,1036,1216,"CAMP"
"1440",634004,1508,309,955,634004,"4004",2299,1410,889,"CAMP"
"1441",650101,1509,35,328,650101,"0101",515,461,54,"CARSON"
"1442",650102,1510,1,58,650102,"0102",90,79,11,"CARSON"
"1443",650103,1511,39,260,650103,"0103",505,376,129,"CARSON"
"1444",650201,1512,75,788,650201,"0201",1121,957,164,"CARSON"
"1445",650301,1513,58,429,650301,"0301",658,565,93,"CARSON"
"1446",650302,1514,20,228,650302,"0302",428,363,65,"CARSON"
"1447",650401,1515,59,488,650401,"0401",761,642,119,"CARSON"
"1448",650402,1516,10,200,650402,"0402",323,291,32,"CARSON"
"1449",670001,1517,458,1738,670001,"0001",3574,2700,874,"CASS"
"1450",670002,1518,75,239,670002,"0002",416,314,102,"CASS"
"1451",670004,1519,120,429,670004,"0004",815,628,187,"CASS"
"1452",670005,1520,127,478,670005,"0005",836,695,141,"CASS"
"1453",670006,1521,40,350,670006,"0006",597,494,103,"CASS"
"1454",670007,1522,257,1118,670007,"0007",2487,1922,565,"CASS"
"1455",670009,1523,198,539,670009,"0009",1150,837,313,"CASS"
"1456",670011,1524,144,332,670011,"0011",806,549,257,"CASS"
"1457",670012,1525,173,453,670012,"0012",1052,761,291,"CASS"
"1458",670014,1526,268,1459,670014,"0014",2684,2222,462,"CASS"
"1459",670015,1527,37,247,670015,"0015",358,318,40,"CASS"
"1460",670016,1528,37,311,670016,"0016",527,431,96,"CASS"
"1461",670017,1529,314,1746,670017,"0017",3300,2620,680,"CASS"
"1462",670018,1530,28,377,670018,"0018",586,523,63,"CASS"
"1463",670019,1531,30,321,670019,"0019",539,449,90,"CASS"
"1464",670021,1532,25,184,670021,"0021",340,298,42,"CASS"
"1465",67020,1534,24,143,67020,"020E",256,186,70,"CASS"
"1466",690101,1535,117,187,690101,"0101",958,189,769,"CASTRO"
"1467",690105,1536,17,53,690105,"0105",351,51,300,"CASTRO"
"1468",690201,1537,112,237,690201,"0201",1125,274,851,"CASTRO"
"1469",690206,1538,14,86,690206,"0206",201,133,68,"CASTRO"
"1470",690301,1539,113,368,690301,"0301",1056,476,580,"CASTRO"
"1471",690307,1540,12,102,690307,"0307",319,119,200,"CASTRO"
"1472",690401,1541,63,117,690401,"0401",701,118,583,"CASTRO"
"1473",690408,1542,18,452,690408,"0408",566,507,59,"CASTRO"
"1474",710001,1543,68,402,710001,"0001",530,402,128,"CHAMBERS"
"1475",710002,1544,150,346,710002,"0002",783,406,377,"CHAMBERS"
"1476",710003,1545,114,203,710003,"0003",557,220,337,"CHAMBERS"
"1477",710004,1546,372,2547,710004,"0004",4134,3186,948,"CHAMBERS"
"1478",710005,1547,230,1653,710005,"0005",2774,2219,555,"CHAMBERS"
"1479",710006,1548,277,972,710006,"0006",1975,1200,775,"CHAMBERS"
"1480",710007,1549,231,1283,710007,"0007",2947,2026,921,"CHAMBERS"
"1481",710008,1550,439,2587,710008,"0008",4459,3283,1176,"CHAMBERS"
"1482",710009,1551,29,238,710009,"0009",445,286,159,"CHAMBERS"
"1483",710010,1552,167,934,710010,"0010",1626,1323,303,"CHAMBERS"
"1484",710011,1553,396,1172,710011,"0011",2653,1600,1053,"CHAMBERS"
"1485",710012,1554,261,704,710012,"0012",1709,973,736,"CHAMBERS"
"1486",710013,1555,0,0,710013,"0013",0,0,0,"CHAMBERS"
"1487",710014,1556,126,465,710014,"0014",890,607,283,"CHAMBERS"
"1488",710015,1557,650,1021,710015,"0015",3030,1287,1743,"CHAMBERS"
"1489",710016,1558,215,1310,710016,"0016",2341,1489,852,"CHAMBERS"
"1490",710017,1559,81,498,710017,"0017",842,603,239,"CHAMBERS"
"1491",710018,1560,182,1018,710018,"0018",1769,1366,403,"CHAMBERS"
"1492",730012,1561,156,685,730012,"0012",1575,1155,420,"CHEROKEE"
"1493",730013,1562,74,761,730013,"0013",1399,1115,284,"CHEROKEE"
"1494",730014,1563,107,901,730014,"0014",1612,1270,342,"CHEROKEE"
"1495",730015,1564,617,1394,730015,"0015",4932,2468,2464,"CHEROKEE"
"1496",730022,1565,104,412,730022,"0022",865,560,305,"CHEROKEE"
"1497",730023,1566,80,651,730023,"0023",1025,921,104,"CHEROKEE"
"1498",730024,1567,307,920,730024,"0024",2631,1702,929,"CHEROKEE"
"1499",730025,1568,114,603,730025,"0025",1329,1059,270,"CHEROKEE"
"1500",730026,1569,221,484,730026,"0026",1189,667,522,"CHEROKEE"
"1501",730027,1570,184,575,730027,"0027",1136,724,412,"CHEROKEE"
"1502",730028,1571,34,407,730028,"0028",1944,1026,918,"CHEROKEE"
"1503",730032,1572,110,607,730032,"0032",1080,862,218,"CHEROKEE"
"1504",730033,1573,252,1018,730033,"0033",2297,1853,444,"CHEROKEE"
"1505",730034,1574,129,957,730034,"0034",1639,1463,176,"CHEROKEE"
"1506",730035,1575,148,577,730035,"0035",1276,806,470,"CHEROKEE"
"1507",730036,1576,219,1019,730036,"0036",1916,1452,464,"CHEROKEE"
