CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"1131741",2190,4729,3336,701,0.138383537130928
"1131742",2191,4730,3083,641,0.137057486196817
"1131743",2192,4318,2851,822,0.18781006378455
"1131744",2193,83,51,13,0.152542372881356
"1131745",2194,2712,1791,529,0.184342032204331
"1131746",2195,1782,1143,401,0.188630490956072
"1131747",2196,2820,1988,267,0.092964824120603
"1131748",2197,2192,1398,358,0.167960479887085
"1131749",2198,3808,2493,454,0.125200642054575
"1131750",2199,3003,2082,218,0.072753209700428
"1131751",2200,4830,3745,348,0.0724522292993631
"1131752",2201,3396,2388,438,0.128613322161709
"1132000",2202,12,5,6,0.333333333333333
"1132001",2203,26,19,15,0.666666666666667
"1132002",2204,1333,1039,181,0.124387855044074
"1132003",2205,2728,2260,215,0.078125
"1132004",2206,1938,1605,103,0.0504926108374384
"1132005",2207,1035,833,125,0.106586826347305
"1132006",2208,1544,1302,99,0.0632140137090632
"1132007",2209,3023,2571,112,0.0375241779497099
"1132008",2210,1439,1227,35,0.0239076669414674
"1132009",2211,2067,1700,206,0.0960187353629977
"1132010",2212,1486,1267,133,0.0928571428571429
"1132011",2213,2116,1751,106,0.04951065054692
"1132015",2214,1186,850,139,0.100235849056604
"1132016",2215,3348,2755,83,0.0272034820457018
"1132017",2216,2062,1367,199,0.0960536113179449
"1132018",2217,926,791,36,0.0355329949238579
"1132019",2218,1774,1497,35,0.0202292650033715
"1132020",2219,2503,2012,165,0.0608782435129741
"1132021",2220,3632,3036,140,0.0387053720387054
"1132022",2221,742,658,31,0.0337941628264209
"1132023",2222,1321,1052,71,0.0500481231953802
"1132024",2223,1736,1417,109,0.056140350877193
"1132025",2224,2721,2277,82,0.0282311424790472
"1132026",2225,3043,2518,92,0.0328394072887465
"1132027",2226,1650,1366,64,0.0350109409190372
"1132028",2227,1,1,0,0
"1132030",2228,2177,1845,27,0.0108459869848156
"1132031",2229,4145,2990,383,0.0970940170940171
"1132032",2230,2283,1618,238,0.111959287531807
"1132033",2231,2225,1718,155,0.0696165191740413
"1132035",2232,2046,1462,169,0.0807799442896936
"1132037",2233,1438,1110,67,0.0402930402930403
"1132038",2234,3468,2750,201,0.053055250640322
"1132039",2235,3070,2399,221,0.0656629025512338
"1132040",2236,1747,1470,70,0.0398351648351648
"1132041",2237,4611,3601,288,0.0522512506948305
"1132042",2238,3045,2511,151,0.0509222133119487
"1132043",2239,2114,1793,89,0.0429864253393665
"1132044",2240,1093,827,94,0.0790419161676647
"1132045",2241,1977,1597,87,0.0390428211586902
"1132046",2242,1810,1508,57,0.026578073089701
"1132047",2243,2408,1951,124,0.0501792114695341
"1132048",2244,4574,3174,432,0.0885350318471338
"1132049",2245,1660,1287,92,0.0585516178736518
"1132050",2246,1735,1295,167,0.071870170015456
"1132051",2247,2519,1996,130,0.0488165680473373
"1132052",2248,1398,1191,30,0.0203217612193057
"1132053",2249,2893,1807,341,0.104362230811706
"1132054",2250,2892,1808,464,0.148852825965305
"1132055",2251,1670,939,308,0.147058823529412
"1132056",2252,1360,1136,57,0.0347903657448706
"1132057",2253,558,474,15,0.0276008492569002
"1132058",2254,1186,897,140,0.0946547884187082
"1132074",2255,1062,738,106,0.100396301188904
"1132076",2256,11,3,2,0
"1132077",2257,1386,1103,91,0.0536218250235183
"1132079",2258,2124,1339,333,0.145579268292683
"1132080",2259,275,159,110,0.369426751592357
"1132081",2260,682,330,290,0.409090909090909
"1132082",2261,3002,1811,1144,0.333520179372197
"1132083",2262,1776,1320,368,0.165902140672783
"1132084",2263,496,326,58,0.107462686567164
"1132085",2264,294,202,31,0.095
"1132086",2265,2959,2274,331,0.102058694699956
"1132087",2266,2907,2162,381,0.122352941176471
"1132090",2267,54,36,4,0.0555555555555556
"1132091",2268,889,632,60,0.136507936507936
"1132092",2269,0,0,0,0
"1132094",2270,986,715,79,0.110344827586207
"1132095",2271,1,0,0,0
"1132096",2272,0,0,0,0
"1132097",2273,0,0,0,0
"1132098",2274,1717,1320,109,0.0637480798771121
"1132099",2275,3912,2894,357,0.0929577464788732
"11320A8",2276,0,0,0,0
"1132100",2277,3778,2717,457,0.117996289424861
"1132101",2278,1570,1220,119,0.0858585858585859
"1132102",2279,4902,3452,257,0.0574985180794309
"1132103",2280,1166,711,424,0.226224783861671
"1132104",2281,483,279,40,0.0763636363636364
"1132105",2282,2572,1870,217,0.0818681318681319
"1132106",2283,1959,1372,201,0.11037037037037
"1132107",2284,47,35,2,0.0588235294117647
"1132108",2285,795,541,86,0.0929368029739777
"1132109",2286,0,0,0,0
"1132110",2287,543,250,264,0.503937007874016
"1132111",2288,41,25,1,0
"1132112",2289,138,98,17,0.144329896907216
"1132113",2290,1,0,0,0
"1132114",2291,2595,2071,84,0.0292397660818713
"1132115",2292,286,216,13,0.0377358490566038
"1132116",2293,159,110,7,0.0560747663551402
"1132117",2294,2002,1298,210,0.112928348909657
"1132118",2295,1566,751,581,0.403718459495352
"1132119",2296,477,341,135,0.138235294117647
"1132120",2297,2507,1437,211,0.0723917672107878
"1132121",2298,1465,669,122,0.0790322580645161
"1132122",2299,1631,1040,150,0.0740740740740741
"1132123",2300,1901,1053,145,0.0620756547041707
"1132124",2301,2849,1282,256,0.101531023368251
"1132125",2302,3595,2081,313,0.0703318474492323
"1132126",2303,646,482,58,0.0941422594142259
"1132127",2304,4012,2480,329,0.0789049919484702
"1132128",2305,2466,1768,293,0.108426966292135
"1132129",2306,770,355,164,0.208695652173913
"1132130",2307,1676,822,419,0.210656753407683
"1132131",2308,1906,1169,347,0.172145328719723
"1132132",2309,894,535,254,0.243809523809524
"1132133",2310,258,211,19,0.0283018867924528
"1132134",2311,1024,744,154,0.109933774834437
"1132137",2312,1453,732,262,0.172610556348074
"1132138",2313,886,459,185,0.189066059225513
"1132139",2314,912,408,171,0.178313253012048
"1132140",2315,1021,484,208,0.181052631578947
"1132141",2316,904,510,130,0.131212723658052
"1132142",2317,1261,733,182,0.12534435261708
"1132143",2318,443,328,34,0.0716510903426791
"1132144",2319,1566,1249,148,0.0821484992101106
"1132145",2320,3343,2436,383,0.0951792336217552
"1132146",2321,2847,1791,592,0.19042189281642
"1132147",2322,2027,1623,132,0.0663390663390663
"1132148",2323,886,546,125,0.232645403377111
"1132149",2324,1907,1282,321,0.153174603174603
"1132150",2325,1534,874,1085,0.681978798586572
"1132151",2326,274,216,23,0.0829268292682927
"1132152",2327,2015,1180,359,0.149328859060403
"1132153",2328,1520,929,269,0.143007360672976
"1132154",2329,48,24,3,0.0833333333333333
"1132155",2330,2204,1753,163,0.0710194730813287
"1132200",2331,1854,1551,36,0.019016393442623
"1132201",2332,1900,1561,45,0.0207657365347177
"1132202",2333,1939,1627,30,0.0184615384615385
"1132203",2334,1613,1388,39,0.0182348650619985
"1132220",2335,1835,1559,25,0.0155038759689922
"1132221",2336,3577,3063,64,0.0161609498680739
"1132222",2337,3026,2552,56,0.0167397369469908
"1132223",2338,1609,1390,63,0.0386016023306628
"1132224",2339,2127,1529,76,0.033130493576741
"1132225",2340,1759,1466,31,0.014246947082768
"1132226",2341,2859,2393,64,0.0179410508329774
"1132300",2342,1432,959,635,0.420442571127503
"1132301",2343,2401,1917,182,0.0707228289131565
"1132302",2344,2033,1273,958,0.439936356404137
"1132303",2345,2589,1802,885,0.323772752344181
"1132305",2346,2428,1773,260,0.151785714285714
"1132306",2347,1404,1063,361,0.241737488196412
"1132307",2348,717,541,118,0.175700934579439
"1132308",2349,1131,940,112,0.0984360625574977
"1132309",2350,1815,1269,193,0.115064345193036
"1132310",2351,2238,1699,412,0.173099415204678
"1132311",2352,599,282,291,0.471014492753623
"1132312",2353,78,42,29,0.363636363636364
"1132313",2354,0,0,0,0
"1132315",2355,239,175,21,0.152542372881356
"1132316",2356,1475,1079,391,0.15179392824287
"1132400",2357,209,139,17,0.0746268656716418
"1132401",2358,3412,2601,428,0.116350985697719
"1132402",2359,3342,2328,432,0.127668845315904
"1132403",2360,5,4,0,0
"1132404",2361,2115,1348,675,0.322338830584708
"1132405",2362,3245,2500,399,0.123381877022654
"1132406",2363,3397,2430,371,0.103305785123967
"1132407",2364,4133,2745,1171,0.251003283473185
"1132408",2365,1778,1109,584,0.308181818181818
"1132409",2366,2376,1438,1234,0.48334514528703
"1132410",2367,1801,1137,293,0.141718334809566
"1132411",2368,806,436,473,0.583333333333333
"1132412",2369,5,3,0,0
"1132417",2370,334,258,59,0.117647058823529
"1132500",2371,1301,943,150,0.0842105263157895
"1132501",2372,1427,1167,62,0.0412725709372313
"1132502",2373,1863,1586,52,0.0284450063211125
"1132503",2374,2641,2225,63,0.0219928186714542
"1132504",2375,1432,1064,163,0.108736059479554
"1132505",2376,2360,1686,271,0.113690476190476
"1132506",2377,2310,1863,214,0.0842391304347826
"1132507",2378,2228,1749,145,0.0621791215059897
"1132508",2379,3649,2442,518,0.13960231980116
"1132509",2380,3004,2365,226,0.0706683695189442
"1132510",2381,1884,1344,169,0.0811808118081181
"1132511",2382,2116,1571,181,0.0848329048843188
"1132512",2383,1527,1166,130,0.0823937554206418
"1132513",2384,2855,2052,273,0.0937803692905734
"1132514",2385,2823,2089,211,0.0650602409638554
"1132515",2386,741,527,75,0.102661596958175
"1132517",2387,2686,1771,156,0.0501424501424501
"1132518",2388,1922,1506,106,0.0583554376657825
"1132519",2389,2421,1639,484,0.170212765957447
"1132520",2390,3715,2592,297,0.0765957446808511
"1132521",2391,2274,1683,237,0.0825358851674641
"1132523",2392,1538,1107,110,0.0807174887892377
"1132601",2393,2167,1442,152,0.0686204431736955
"1132602",2394,3173,2252,244,0.0804953560371517
"1132603",2395,3297,2399,251,0.0810468552131701
"1132604",2396,2958,2091,202,0.065795839380745
"1132605",2397,2661,2152,78,0.0260586319218241
"1132606",2398,2381,1710,219,0.0966785290628707
"1132607",2399,6,3,0,0
"1132608",2400,2668,2026,181,0.0637450199203187
"1132609",2401,4,2,1,0
"1132610",2402,0,0,0,0
"1132611",2403,1649,1132,156,0.0720640569395018
"1132612",2404,1021,779,75,0.0672703751617076
"1132613",2405,4029,2950,286,0.0709171496760996
"1132614",2406,100,78,4,0.0416666666666667
"1132800",2407,1,0,0,0
"1132801",2408,3462,2759,293,0.0845789281808239
"1132802",2409,4614,3598,333,0.0684589800443459
"1132803",2410,1334,1112,81,0.0589301903898459
"1132804",2411,2547,2015,194,0.0766932270916335
"1132805",2412,4315,3440,265,0.0589961843263868
"1132806",2413,2551,2011,218,0.0879396984924623
"1132807",2414,2536,2003,130,0.0508303975842979
"1132808",2415,3205,2617,190,0.0595192674551698
"1132809",2416,3145,2275,289,0.0922737306843267
"1132810",2417,29,22,3,0.0869565217391304
"1132900",2418,3291,2449,305,0.0822422258592471
"1132901",2419,1727,1045,269,0.1772030651341
"1132902",2420,2102,1355,201,0.0953090096798213
"1132903",2421,3039,2111,286,0.0990052108005685
"1132904",2422,13,5,3,0.142857142857143
"1132905",2423,489,413,16,0.0338983050847458
"1132910",2424,66,29,14,0.103448275862069
"1132911",2425,320,211,26,0.0714285714285714
"1132913",2426,14,9,3,0
"11329A1",2427,170,102,47,0.166666666666667
"1133000",2428,4580,3054,258,0.0617825793382849
"1133001",2429,546,277,64,0.110714285714286
"1133002",2430,955,547,455,0.371534195933457
"1133003",2431,1853,1236,352,0.185365853658537
"1133004",2432,1971,1480,550,0.277173913043478
"1133005",2433,709,492,56,0.0756972111553785
"1133006",2434,4591,3215,276,0.0651476251604621
"1133007",2435,1727,1178,76,0.0426457789382071
"1133008",2436,1443,767,130,0.0945406125166445
"1133009",2437,0,0,0,0
"1133010",2438,560,323,99,0.371069182389937
"1133011",2439,1819,992,152,0.0939112487100103
"1133012",2440,163,88,65,0.344086021505376
"1133013",2441,925,479,226,0.228690228690229
"1133014",2442,2699,1380,911,0.316536550745209
"1133015",2443,282,153,128,0.519480519480519
"1133016",2444,2002,1156,224,0.112280701754386
"1133017",2445,874,391,77,0.0769230769230769
"1133018",2446,1897,942,85,0.0442571127502634
"1133019",2447,928,389,28,0.0452127659574468
"1133020",2448,249,166,20,0.0869565217391304
"1133021",2449,1167,463,78,0.0940919037199125
"1133022",2450,2026,857,112,0.0540540540540541
"1133023",2451,1325,633,62,0.0458860759493671
"1133024",2452,1641,693,90,0.0387931034482759
"1133025",2453,199,102,48,0.186813186813187
"1133026",2454,888,379,44,0.0339425587467363
"1133027",2455,1363,666,65,0.0457317073170732
"1133028",2456,1002,510,45,0.0297029702970297
"1133029",2457,935,463,87,0.103296703296703
"1133030",2458,19,9,2,0.125
"1133031",2459,808,412,301,0.380145278450363
"1133032",2460,1314,632,652,0.446774193548387
"1133033",2461,519,188,100,0.211640211640212
"1133034",2462,1455,767,233,0.152925531914894
"1133035",2463,1603,740,214,0.14344262295082
"1133036",2464,41,11,34,0.909090909090909
"1133037",2465,427,205,66,0.161904761904762
"1133038",2466,865,518,73,0.0794573643410853
"1133039",2467,2163,1186,198,0.0865546218487395
"1133040",2468,1525,620,225,0.162866449511401
"1133041",2469,206,85,67,0.289156626506024
"1133042",2470,1552,706,140,0.0927246790299572
"1133043",2471,2066,995,197,0.0919305413687436
"1133044",2472,2753,1282,333,0.126651126651127
"1133045",2473,611,355,62,0.0865921787709497
"1133046",2474,2421,1499,451,0.178045515394913
"1133047",2475,2058,1029,211,0.101477832512315
"1133048",2476,2469,1375,151,0.0539541759053954
"1133049",2477,1997,1104,169,0.0930656934306569
"1133050",2478,1962,913,395,0.203579418344519
"1133051",2479,871,420,72,0.0891566265060241
"1133052",2480,2803,1298,134,0.0481740481740482
"1133053",2481,2823,1442,330,0.127221037668799
"1133054",2482,2544,1766,149,0.0493550196298374
"1133055",2483,2227,1626,115,0.054434250764526
"1133056",2484,2221,1604,132,0.0609831985065339
"1133057",2485,2607,1494,607,0.212182061579652
"1133058",2486,2176,1327,178,0.064442759666414
"1133059",2487,1252,813,47,0.0332922318125771
"1133060",2488,1477,908,38,0.0238365493757094
"1133061",2489,1718,849,131,0.0833333333333333
"1133062",2490,3093,1362,163,0.052437223042836
"1133063",2491,4009,2147,335,0.090310442144873
"1133064",2492,2505,1625,124,0.0423940149625935
"1133065",2493,2375,1297,205,0.0852052672347018
"1133066",2494,2154,1180,212,0.072289156626506
"1133067",2495,3058,1431,77,0.0201149425287356
"1133068",2496,3890,2341,284,0.0670940170940171
"1133069",2497,1848,1008,83,0.041958041958042
"1133070",2498,3129,1777,131,0.0459704880817253
"1133071",2499,2600,1430,71,0.0244926522043387
"1133072",2500,82,30,17,0.181818181818182
"1133073",2501,190,104,14,0.0754716981132075
"1133074",2502,778,372,495,0.650666666666667
"1133075",2503,201,106,35,0.179245283018868
"1133076",2504,0,0,0,0
"1133077",2505,3167,2160,760,0.236059479553903
"1133078",2506,3059,1872,582,0.175961017866811
"1133079",2507,669,314,224,0.310679611650485
"1133080",2508,1304,733,416,0.307162534435262
"1133081",2509,1736,1289,120,0.0697674418604651
"1133082",2510,3233,1467,616,0.191780821917808
"1133083",2511,1258,685,535,0.390350877192982
"1133084",2512,1296,888,226,0.163005780346821
"1133085",2513,463,250,156,0.37246963562753
"1133086",2514,4355,2943,290,0.0681576144834931
"1133087",2515,0,0,0,0
"1133088",2516,45,35,3,0.0857142857142857
"1133089",2517,78,60,8,0.0294117647058824
"1133090",2518,1624,1086,158,0.106603773584906
"1133091",2519,0,0,0,0
"1133092",2520,1702,887,162,0.0987654320987654
"1133093",2521,14,7,8,0.5
"1133094",2522,1,1,1,1
"1133095",2523,2997,1597,264,0.0948717948717949
"1133096",2524,3407,1814,322,0.095372460496614
"1133097",2525,165,100,15,0.1
"1133098",2526,267,149,13,0.0354609929078014
"1133099",2527,334,158,34,0.115384615384615
"11330A4",2528,3,1,1,0
"11330A6",2529,0,0,0,0
"11330C4",2530,0,0,0,0
"11330T4",2531,12,5,2,0.2
"11330T6",2532,0,0,0,0
"1133100",2533,2373,1715,311,0.121994134897361
"1133101",2534,786,629,61,0.071656050955414
"1133102",2535,3194,1938,535,0.155930470347648
"1133103",2536,3105,2176,370,0.0990415335463259
"1133104",2537,2714,1908,441,0.156790770844258
"1133105",2538,2540,1834,407,0.151448879168945
"1133106",2539,3776,2517,569,0.138933121019108
"1133107",2540,2618,1862,285,0.0888529886914378
"1133108",2541,2446,1777,308,0.117222222222222
"1133109",2542,3724,2827,395,0.0979908353894959
"1133110",2543,3117,2204,338,0.10514440433213
"1133111",2544,12,7,0,0
"1133112",2545,32,25,3,0.115384615384615
"1133113",2546,6,5,0,0
"1133114",2547,6,4,0,0
"1133115",2548,2330,1632,374,0.152760736196319
"1133116",2549,9,6,2,0
"1133117",2550,89,59,4,0.087719298245614
"1133119",2551,0,0,0,0
"11331A4",2552,0,0,0,0
"11331A5",2553,0,0,0,0
"1133200",2554,2217,1730,292,0.129032258064516
"1133201",2555,1827,1270,399,0.209486166007905
"1133202",2556,2205,1547,402,0.165806451612903
"1133203",2557,2045,1417,363,0.149751596877218
"1133204",2558,2715,1685,682,0.244510385756677
"1133205",2559,1898,1292,346,0.169504643962848
"1133206",2560,2382,1786,524,0.205
"1133207",2561,2813,1852,755,0.268147345612134
"1133208",2562,2003,1186,598,0.282203389830508
"1133209",2563,195,140,61,0.316901408450704
"1133210",2564,2183,1493,530,0.238191632928475
"1133211",2565,1409,771,685,0.507265521796565
"11332A0",2566,0,0,0,0
"11332A1",2567,0,0,0,0
"11332C1",2568,0,0,0,0
"11332T0",2569,0,0,0,0
"11332T1",2570,0,0,0,0
"1133304",2571,2985,1966,569,0.183725690890481
"1133305",2572,4279,2863,779,0.166899441340782
"1133306",2573,1907,1040,495,0.232313575525813
"1133307",2574,2176,1164,547,0.235497835497836
"1133308",2575,2333,1285,698,0.283268482490272
"1133309",2576,2190,1426,321,0.133380884450785
"1133310",2577,2999,1738,659,0.220605355064028
"1133311",2578,2546,1511,620,0.244224422442244
"1133312",2579,3280,2235,596,0.17397137745975
"1133313",2580,3409,2353,659,0.174304068522484
"1133314",2581,3550,2439,758,0.197038255861785
"1133315",2582,1747,873,391,0.216743119266055
"1133316",2583,2914,1953,553,0.186536485097636
"1133317",2584,1993,1379,352,0.167257264351524
"1133318",2585,1623,1114,320,0.188612099644128
"1133319",2586,86,59,14,0.180327868852459
"1133321",2587,0,0,0,0
"1133325",2588,2046,1406,324,0.170243204577969
"1133327",2589,4,2,4,0
"1133328",2590,34,20,9,0.1
"1133500",2591,3591,2850,263,0.0681028492008339
"1133501",2592,7,8,0,0
"1133503",2593,1331,1057,115,0.0694835680751174
"1133504",2594,666,528,40,0.0657894736842105
"1133600",2595,2364,1668,248,0.0809838032393521
"1133601",2596,2032,1634,152,0.0712545676004872
"1133602",2597,632,520,42,0.0633397312859885
"1133603",2598,271,218,13,0.04
"1133604",2599,2835,2042,203,0.0659501709819248
"1133605",2600,2450,1643,203,0.0694103194103194
"1133606",2601,2592,1752,130,0.0424311926605505
"1133607",2602,3940,3080,187,0.0401436031331593
"1133608",2603,3249,2494,169,0.0450737933785401
"1133609",2604,3303,2413,270,0.0732312784443525
"1133610",2605,589,392,62,0.0942408376963351
"1133611",2606,1155,823,119,0.0991535671100363
"1133612",2607,3207,2331,208,0.060671256454389
"1133613",2608,729,489,110,0.144628099173554
"1133614",2609,986,675,76,0.0496240601503759
"1133615",2610,2633,1866,161,0.0560897435897436
"1133616",2611,724,459,71,0.084051724137931
"1133617",2612,2563,1830,159,0.0503211991434689
"1133618",2613,518,418,45,0.0722610722610723
"1133619",2614,339,167,84,0.270440251572327
"1133620",2615,1371,1026,127,0.0796116504854369
"1133621",2616,712,479,49,0.069327731092437
"1133701",2617,4,4,0,0
"1133702",2618,0,0,0,0
"1133800",2619,4667,3272,329,0.0562347188264059
"1133801",2620,518,247,279,0.508
"1133802",2621,4204,2621,359,0.0806327160493827
"1133803",2622,3793,2424,261,0.0520399666944213
"1133805",2623,5080,3445,247,0.040981240981241
"1133806",2624,1044,720,60,0.0577464788732394
"1133807",2625,2560,1777,205,0.0809898762654668
"1133808",2626,4201,2809,670,0.141030195381883
"1133809",2627,386,230,70,0.18141592920354
"1133900",2628,3400,2284,474,0.08656330749354
"1133920",2629,2585,1544,473,0.17845554834523
"1133921",2630,5059,2991,1302,0.235796387520525
"1133922",2631,83,50,22,0.346153846153846
"1133940",2632,2478,1320,690,0.249264705882353
"1133950",2633,2515,1293,495,0.164373088685015
"1133951",2634,2856,1924,230,0.0875127942681679
"1133952",2635,148,100,12,0.0891089108910891
"1133960",2636,3438,2576,356,0.101747572815534
"1133961",2637,2635,1936,373,0.132542547705003
"1133962",2638,4720,3476,580,0.118171362852214
"1133963",2639,2525,1895,292,0.0998415213946117
"1133964",2640,2247,1573,334,0.131396083385976
"1133965",2641,3349,2471,417,0.136693548387097
"1133966",2642,3721,2627,517,0.138321995464853
"1133967",2643,1460,1005,228,0.15984015984016
"1133968",2644,3772,2729,499,0.132675438596491
"1133969",2645,2923,2272,239,0.0718038528896672
"1133970",2646,3430,2650,366,0.106969809914275
"1133971",2647,2965,2041,415,0.125780124819971
"1133980",2648,3673,2651,414,0.121647147714394
"1133981",2649,1677,1246,140,0.0768614891913531
"1133982",2650,3373,2560,414,0.0958060792612543
"1133983",2651,2027,1541,150,0.0958466453674121
"1133984",2652,1443,1039,248,0.118840579710145
"1134000",2653,580,268,115,0.219512195121951
"1134001",2654,1267,756,726,0.571989528795812
"1134002",2655,1064,798,211,0.184405940594059
"1134003",2656,464,192,260,0.568306010928962
"1134004",2657,1790,1125,699,0.370106761565836
"1134005",2658,1011,612,355,0.308600337268128
"1134006",2659,1302,953,300,0.191129883843717
"1134007",2660,208,175,35,0.159763313609467
"1134008",2661,806,313,473,0.579804560260586
"1134009",2662,1601,899,1156,0.731073446327684
"1134010",2663,1387,1080,348,0.215341959334566
"1134011",2664,875,517,514,0.540384615384615
"1134012",2665,89,64,28,0.283582089552239
"1134013",2666,324,266,38,0.105660377358491
"1134014",2667,1954,1604,98,0.044181705040448
"1134015",2668,1699,1163,238,0.116040955631399
"1134016",2669,1729,1176,213,0.117446808510638
"1134017",2670,476,381,46,0.0951086956521739
"1134018",2671,1143,865,77,0.0598388952819333
"1134019",2672,2795,1792,406,0.144968732234224
"1134020",2673,1157,697,418,0.327007299270073
"1134021",2674,2595,1768,515,0.172902494331066
"1134022",2675,1694,968,250,0.240799158780231
"1134023",2676,7,2,0,0
"1134024",2677,2370,1210,413,0.183622828784119
"1134025",2678,394,216,139,0.383495145631068
"1134026",2679,157,87,80,0.609195402298851
"1134027",2680,381,185,323,0.879120879120879
"1134028",2681,1063,554,275,0.298913043478261
"1134029",2682,22,7,9,0.333333333333333
"1134030",2683,26,15,24,0.923076923076923
"1134031",2684,2397,1223,521,0.224406224406224
"1134033",2685,2189,1508,193,0.0955932203389831
"1134035",2686,1276,805,180,0.13200498132005
"1134036",2687,928,504,426,0.479591836734694
"1134037",2688,187,120,103,0.495726495726496
"1134038",2689,2071,1180,584,0.272881355932203
"1134039",2690,688,317,202,0.303405572755418
"1134040",2691,829,409,158,0.185542168674699
"1134041",2692,641,327,201,0.328313253012048
"1134043",2693,1316,715,621,0.442389758179232
"1134044",2694,1214,594,627,0.51602023608769
"1134046",2695,1362,678,578,0.461194029850746
"1134047",2696,947,452,212,0.191873589164786
"1134048",2697,106,8,20,0.333333333333333
"1134049",2698,0,0,0,0
"1134050",2699,4250,3035,820,0.190822053482998
"1134051",2700,0,1,0,0
"1134052",2701,4166,2593,1111,0.279846449136276
"1134053",2702,467,290,145,0.272727272727273
"1134054",2703,555,306,411,0.737012987012987
"1134055",2704,2775,1540,1348,0.473139158576052
"1134056",2705,2935,1593,1260,0.433481858688733
"1134057",2706,1678,989,1041,0.596757852077001
"1134058",2707,1051,586,728,0.656946826758148
"1134059",2708,407,237,139,0.337552742616034
"1134060",2709,2703,1318,1481,0.585365853658537
"1134061",2710,2553,1346,2016,0.781487101669196
"1134062",2711,2026,1063,1625,0.804368471035138
"1134063",2712,3012,1872,1815,0.557990379476216
"1134065",2713,844,410,650,0.7725
"1134066",2714,1304,620,997,0.793159609120521
"1134067",2715,2142,1171,1499,0.692508710801394
"1134068",2716,2049,1145,1386,0.636363636363636
"1134069",2717,3098,1827,2159,0.641717116125482
"1134070",2718,1745,889,1275,0.704805491990847
"1134071",2719,383,198,242,0.647368421052632
"1134072",2720,340,170,213,0.586826347305389
"1134073",2721,1523,1037,665,0.407054337464252
"1134074",2722,2784,1936,920,0.2744892613934
"1134075",2723,1195,653,655,0.453149001536098
"1134076",2724,3115,1699,1662,0.517857142857143
"1134077",2725,1031,753,365,0.317757009345794
"1134078",2726,1911,1346,712,0.300075018754689
"1134079",2727,3878,3013,554,0.12869970069837
"1134080",2728,678,589,64,0.100169779286927
"1134081",2729,3776,1729,2856,0.770808909730363
"1134082",2730,1553,1152,296,0.17986230636833
"1134083",2731,1406,941,488,0.287086446104589
"1134084",2732,655,338,407,0.626112759643917
"1134085",2733,1052,512,884,0.828740157480315
"1134086",2734,3016,1709,1734,0.583138173302108
"1134087",2735,1146,470,650,0.570484581497797
"1134088",2736,502,219,276,0.557692307692308
"1134090",2737,99,54,72,0.8
"1134091",2738,0,0,0,0
"1134092",2739,173,120,46,0.247863247863248
"1134093",2740,105,56,6,0.0188679245283019
"1134094",2741,497,340,200,0.389380530973451
"1134095",2742,45,32,14,0.233333333333333
"1134096",2743,20,10,0,0
"1134097",2744,996,652,429,0.416923076923077
"1134098",2745,42,38,2,0.0588235294117647
"1134099",2746,1261,1032,102,0.0647002854424358
"11340A2",2747,0,0,0,0
"11340A3",2748,0,0,0,0
"1134100",2749,22,17,0,0
"1134101",2750,147,61,116,0.816666666666667
"1134107",2751,139,75,77,0.552238805970149
"1134108",2752,67,29,17,0.206896551724138
"1134109",2753,60,35,9,0.21875
"1134110",2754,1030,516,241,0.191780821917808
"1134111",2755,351,196,253,0.678756476683938
"1134112",2756,148,91,18,0.152941176470588
"1134113",2757,2188,1192,1686,0.763113367174281
"1134114",2758,1855,949,1509,0.802375809935205
"1134115",2759,326,273,46,0.139705882352941
"1134116",2760,0,0,0,0
"1134117",2761,166,29,15,0.1
"1134118",2762,1,0,0,0
"1134119",2763,5,4,0,0
"1134120",2764,791,309,546,0.760797342192691
"1134122",2765,0,0,0,0
"1134125",2766,0,0,0,0
"1134126",2767,1577,1339,47,0.0309901738473167
"1134127",2768,509,430,16,0.0326340326340326
"1134128",2769,1358,1135,74,0.0580985915492958
"1134129",2770,1750,1505,38,0.0218978102189781
"1134130",2771,1757,1458,140,0.0724043715846995
"1134131",2772,1882,1281,256,0.172009382329945
"1134135",2773,1743,991,583,0.238193018480493
"1134141",2774,137,107,8,0.130841121495327
"1134143",2775,168,87,44,0.348837209302326
"1134145",2776,0,0,0,0
"1134147",2777,36,27,28,0.185185185185185
"1134149",2778,65,45,55,0.422222222222222
"1134152",2779,1,0,1,0
"1134153",2780,261,202,36,0.12807881773399
"1134157",2781,336,162,222,0.734177215189873
"1134161",2782,919,575,410,0.282495667244367
"1134166",2783,0,0,0,0
"11341A1",2784,0,0,0,0
"1134300",2785,1599,834,1238,0.77125748502994
"1134500",2786,2385,1670,616,0.242771084337349
"1134501",2787,2383,1597,536,0.202744853399875
"1134502",2788,3686,2544,731,0.187178472497032
"1134503",2789,4624,3137,1327,0.271137952956135
"1134504",2790,1470,943,525,0.331562167906482
"1134505",2791,2148,1373,752,0.325867052023121
"1134506",2792,1535,872,685,0.414965986394558
"1134507",2793,1243,638,273,0.1939586645469
"1134508",2794,714,356,345,0.482035928143713
"1134509",2795,1686,973,684,0.352757544224766
"1134510",2796,2282,1230,1345,0.568643379366369
"1134511",2797,2001,1045,872,0.405714285714286
"1134512",2798,1452,812,543,0.311801242236025
